-42.75168060323635,71.48230358694686
146.4875514493434,73.05750336779798
-5.343478450282703,-120.12387494140103
120.27086942445285,-188.19885279548265
146.25618521090263,-196.58726134007026
,
275.3466665779503,-143.98867147447004
372.58305780673527,-118.38670541838434
321.18140444128886,-213.4114491186512
287.7179147004611,-91.15359708008407
369.6891278802982,-122.11224227881013
491.52656274839626,-236.28545115844736
450.5788407445245,-161.1753536018167
,
617.0058180890022,-295.96374796612383
558.6792186216787,-261.47162237005045
704.984899791538,-331.5972301203629
542.9652860717852,-320.6365291326598
713.9638752581493,-493.06820022411057
,
684.7148018314741,-454.1003369800021
699.1146043713351,-307.8886474136325
804.8117329264796,-492.85238064577703
923.0339116162187,-474.18987363005806
841.2324488294828,-557.9537992044083
951.5936407746619,-517.565481952399
977.5141541128945,-412.12748674953684
985.8237463349003,-601.5056978331947
1075.3466569146624,-582.1355220572868
1099.6368679243935,-488.6753942584285
1120.1592308635966,-661.5470460041917
1265.4703404579955,-592.5592797136356
1238.8959591200044,-592.0473798484367
1343.9534677872705,-586.6890930753541
1336.7459734899223,-510.5760503931057
1399.6425123691704,-627.0895364028223
1469.0305606132254,-665.6715042727844
1468.1769641458486,-533.6804664510682
1421.1609196381116,-611.2182382489451
1495.05016093319,-613.5089184664129
1650.2043269386222,-509.7850461050553
1595.3012954719854,-604.4021655649271
,
1712.646172644776,-511.9816442541237
,
1837.7634643534589,-309.92396266471894
1820.0128358382685,-478.263210869467
1632.6017906145796,-424.272469864109
1891.2308199952445,-467.4491216035485
2011.525897511265,-186.0073299128161
2050.2582206459233,-307.1321682319977
2026.6138273533863,-340.6980553448516
,
,
2284.7872541671672,-148.42952248826816
,
2284.2607900628336,-251.7093672167993
2304.642599666012,-101.57077965302652
2394.881356446257,-204.176589109422
2361.132817421962,-220.9536326727017
2485.836120800362,-146.93226482644332
2541.309976312015,-101.37893256673107
,
2515.7434378036737,-56.8403669714816
2588.6981191182717,44.11013555786704
2577.8729214895384,-308.40273721318397
2702.4689707433427,-69.25377295099217
2748.6549199215624,-52.675847203035005
2961.6856985931245,-116.07044735556804
2846.855962325309,-114.09616534118994
2909.2220564275635,-95.65478156490728
3033.4427531788892,-180.47858923903195
2970.9658621176745,-153.18473138893177
,
3144.970761775326,-178.4490302685499
3281.599515499821,-302.70665462703084
,
3278.2501453700515,-409.55176355247164
3445.661569896717,-406.9707093550757
3294.0497831610724,-458.8925561269433
3455.1730779996337,-467.47331693085835
3518.6276563155097,-449.3013977097967
3571.3237528937266,-469.1636656589725
,
3555.6661946035765,-443.2613280051135
3654.9393025145996,-623.4752838656027
3728.7568326556557,-616.1100335161316
3644.888467052361,-599.593109225452
3753.411798904283,-482.3161174705515
3856.8145674391935,-746.5918825666107
3837.7743548655208,-655.5863003415587
3951.9417807951,-513.4035344891611
3806.8397480428644,-619.7543865405228
,
4084.1194231037193,-797.098986963121
4026.544297301653,-770.6626681198395
,
4124.102143077061,-879.8180487769588
4157.409336544861,-793.5042564858193
4286.757424131512,-788.0371592446616
